,review_description,rating,cleaned_text,sentiment_score,vader_label,highest_emotion
176827,All of the candy crush games are fun,5,all of the candy crush games are fun,0.4019,2,positive
286120,Gr8,5,gr8,0.5719,2,trust
112743,I love this game more then other games,5,i love this game more then other games,0.6369,2,positive
26652,Very good aap,5,very good aap,0.4927,2,trust
212646,V good 👍,5,v good,0.4404,2,trust
128392,Unbelievable!!!,5,unbelievable,0.2023,2,negative
259207,Good,5,good,0.4404,2,trust
191981,Fun and it's low key addicting lol,5,fun and its low key addicting lol,0.6124,2,positive
127337,Nice game,4,nice game,0.4215,2,trust
40828,Best,5,best,0.6369,2,trust
278514,👍👍 good,5,good,0.4404,2,trust
162652,This game is exciting and fun 😊,5,this game is exciting and fun,0.7579,2,positive
196717,"It's most wonderful game, try it all and it's full trusted at buying something and paying to bought something",3,its most wonderful game try it all and its full trusted at buying something and paying to bought something,0.796,2,positive
275224,Very good game,5,very good game,0.4927,2,trust
249542,Nice,5,nice,0.4215,2,trust
97807,"Stress reliever, enjoying so much",5,stress reliever enjoying so much,0.4767,2,trust
121752,10/10 This app is great!,5,1010 this app is great,0.6249,2,trust
256567,Its nice and realaxing,4,its nice and realaxing,0.4215,2,trust
200155,Good....,5,good,0.4404,2,trust
260595,Good game,5,good game,0.4404,2,trust
201610,Best mind refreshing game,5,best mind refreshing game,0.6369,2,positive
43958,Good 😊,1,good,0.4404,2,trust
75218,Good,3,good,0.4404,2,trust
209108,It's happy to share my experience with this game it's very good game i played this one almost 2 years ago but now it's became boring because of nothing new in this game my rating 4,4,its happy to share my experience with this game its very good game i played this one almost 2 years ago but now its became boring because of nothing new in this game my rating 4,0.4457,2,trust
155023,nice,5,nice,0.4215,2,trust
293481,Enjoying every moment,5,enjoying every moment,0.5267,2,trust
104299,Nice game 👍,5,nice game,0.4215,2,trust
168207,Better,5,better,0.4404,2,trust
113100,Good,5,good,0.4404,2,trust
304601,Very good,5,very good,0.4927,2,trust
212359,Interesting,5,interesting,0.4019,2,positive
101282,Good👍👍,5,good,0.4404,2,trust
66921,Really amazing,4,really amazing,0.624,2,trust
75538,Entertaining,4,entertaining,0.4404,2,positive
87322,Nice,5,nice,0.4215,2,trust
233994,Super game,5,super game,0.5994,2,trust
270251,Nice,5,nice,0.4215,2,trust
126622,Great game,5,great game,0.6249,2,trust
300705,Good game,1,good game,0.4404,2,trust
164973,Very nice,5,very nice,0.4754,2,trust
8014,Nice game,5,nice game,0.4215,2,trust
43239,perfect🤩,5,perfect,0.5719,2,trust
267562,Cheeseburger= very yummy I like cheeseburgers big ups Niko,5,cheeseburger very yummy i like cheeseburgers big ups niko,0.7559,2,trust
255608,Nice game,5,nice game,0.4215,2,trust
28154,Amazing,5,amazing,0.5859,2,trust
163965,Nice game,5,nice game,0.4215,2,trust
273165,Good,5,good,0.4404,2,trust
182111,Super game nice handling,5,super game nice handling,0.7717,2,trust
275587,Good Game &good work...,3,good game good work,0.7003,2,trust
160249,such a great game I have ever seen 😌😁,5,such a great game i have ever seen,0.6249,2,trust
51824,Good game,5,good game,0.4404,2,trust
176355,Still the best game on the apps,5,still the best game on the apps,0.6369,2,trust
103989,Best game,5,best game,0.6369,2,trust
133090,Good game,5,good game,0.4404,2,trust
283122,Fun,5,fun,0.5106,2,positive
191851,"Very fun game, but the bonus features often disappear without notice, often ruining winning streaks.",4,very fun game but the bonus features often disappear without notice often ruining winning streaks,0.9082,2,positive
238912,Nice I loke this,5,nice i loke this,0.4215,2,trust
234454,Its a fun past time every now and then,4,its a fun past time every now and then,0.5106,2,anticipation
2766,Par excellent,5,par excellent,0.5719,2,trust
13124,I am playing for mahi bhai,5,i am playing for mahi bhai,0.2023,2,trust
153821,No like,1,no like,0.0772,2,trust
188330,Great experience,5,great experience,0.6249,2,trust
170110,It has too much fun,4,it has too much fun,0.5106,2,positive
45381,Very super game,5,very super game,0.6361,2,trust
193759,Good,5,good,0.4404,2,trust
190540,Very good,4,very good,0.4927,2,trust
15650,I enjoy and more fun,5,i enjoy and more fun,0.7778,2,positive
5423,Happy,5,happy,0.5719,2,trust
124181,Great,5,great,0.6249,2,trust
161636,Good,5,good,0.4404,2,trust
175998,Fun,5,fun,0.5106,2,positive
214214,Good game,3,good game,0.4404,2,trust
116861,This game is in entertaining.,1,this game is in entertaining,0.4404,2,positive
244714,Superb,5,superb,0.6249,2,positive
266106,I love it a lot... M on level 1312.,5,i love it a lot m on level 1312,0.6369,2,positive
289554,Very good,5,very good,0.4927,2,trust
274408,Cool,5,cool,0.3182,2,positive
251833,Fun,5,fun,0.5106,2,positive
181551,Love it,5,love it,0.6369,2,positive
159252,All time best game 😇,5,all time best game,0.6369,2,anticipation
91333,Nice game,5,nice game,0.4215,2,trust
166058,Super 😘😘😘💝💝,5,super,0.5994,2,trust
148116,This is a best game for timepass,5,this is a best game for timepass,0.6369,2,trust
148663,Nice,5,nice,0.4215,2,trust
100083,Great,5,great,0.6249,2,trust
16547,Good,3,good,0.4404,2,trust
128658,Feel good,5,feel good,0.4404,2,trust
80951,Good,5,good,0.4404,2,trust
81732,Nice,5,nice,0.4215,2,trust
292932,Nice game,5,nice game,0.4215,2,trust
27080,Good,3,good,0.4404,2,trust
114194,Fun,5,fun,0.5106,2,positive
298001,Very good,4,very good,0.4927,2,trust
38337,Very nicest,5,very nicest,0.5413,2,trust
289002,"I love this game until it comes to the updates. In order for me to be able to update it, I have to uninstall it and then reinstall with the updated version.",2,i love this game until it comes to the updates in order for me to be able to update it i have to uninstall it and then reinstall with the updated version,0.6369,2,positive
248309,Good,5,good,0.4404,2,trust
256604,Fun game to pass the time,4,fun game to pass the time,0.5106,2,anticipation
42617,Fun game,5,fun game,0.5106,2,positive
115353,Not bad 😃,4,not bad,0.431,2,negative
90249,"A good game but very addictive, very easy to spend money, always asking you to buy goods.",3,a good game but very addictive very easy to spend money always asking you to buy goods,0.7674,2,positive
126920,Very good,5,very good,0.4927,2,trust
132980,Awesome,5,awesome,0.6249,2,trust
131207,Good,5,good,0.4404,2,trust
221460,Like this game,5,like this game,0.3612,2,trust
89111,Superb game 🎯,5,superb game,0.6249,2,positive
28949,"The Most Recent Update Feels WAY Out of Place. I Miss the Old Version, Just Match Candies. It's A Very Fun Game Tho",4,the most recent update feels way out of place i miss the old version just match candies its a very fun game tho,0.4576,2,positive
62993,Good,5,good,0.4404,2,trust
57407,Awesome,5,awesome,0.6249,2,trust
248279,Very nice game 😘😘😘,5,very nice game,0.4754,2,trust
241621,I have so fun in busy times TQ,5,i have so fun in busy times tq,0.5563,2,positive
78772,"Great game keeps me,bussy",5,great game keeps mebussy,0.6249,2,trust
61799,Nice game,5,nice game,0.4215,2,trust
207029,"Lots of fun, I love it!",5,lots of fun i love it,0.8176,2,positive
290304,Amazing,5,amazing,0.5859,2,trust
10093,Nice game,4,nice game,0.4215,2,trust
103995,"It's so much fun , I love the game and relaxing 😎",5,its so much fun i love the game and relaxing,0.9051,2,positive
250630,it is fun but I wished it was a little less hard so I can actually relax,5,it is fun but i wished it was a little less hard so i can actually relax,0.7686,2,positive
66359,Wow going on great,5,wow going on great,0.836,2,trust
218681,Fun,5,fun,0.5106,2,positive
111636,Is this game viberating Answer : Yes or no,3,is this game viberating answer yes or no,0.128,2,trust
292925,Good,1,good,0.4404,2,trust
72517,Great fun!,5,great fun,0.8126,2,positive
57698,So good. Unstoppable,5,so good unstoppable,0.2766,2,trust
168134,this is so funny game,5,this is so funny game,0.5777,2,trust
23074,Good game,4,good game,0.4404,2,trust
142370,amazing,5,amazing,0.5859,2,trust
132465,Amazing Saga😍,5,amazing saga,0.5859,2,trust
214045,I love it,5,i love it,0.6369,2,positive
69287,"Awesomely, relaxing game",5,awesomely relaxing game,0.4939,2,trust
308454,God game,5,god game,0.2732,2,trust
85057,Great,5,great,0.6249,2,trust
24476,Enjoy playing with the kids to see who gets the highest score.,5,enjoy playing with the kids to see who gets the highest score,0.6124,2,positive
88774,great,5,great,0.6249,2,trust
117687,Love love love it...,5,love love love it,0.9274,2,positive
246074,Very nice game,5,very nice game,0.4754,2,trust
92399,This game is very easy,1,this game is very easy,0.4927,2,trust
20845,Good,5,good,0.4404,2,trust
274341,"Fun, challenging game!!!",5,fun challenging game,0.5994,2,positive
129610,Nice,5,nice,0.4215,2,trust
258263,Not bad,1,not bad,0.431,2,negative
277528,"Best For Time Pass And Stress Free,🙃best",4,best for time pass and stress freebest,0.34,2,negative
44042,Ho j io jhoonjhunu brightness then ok Hollywood illegally j,5,ho j io jhoonjhunu brightness then ok hollywood illegally j,0.5859,2,positive
181927,Really good,5,really good,0.4927,2,trust
269681,Still enjoying this game even after many years.,5,still enjoying this game even after many years,0.5267,2,trust
200572,Good game,4,good game,0.4404,2,trust
47085,Good,5,good,0.4404,2,trust
112904,It was wonderful,5,it was wonderful,0.5719,2,trust
47714,I love playing candy crush,5,i love playing candy crush,0.6597,2,positive
218524,Very Good game,2,very good game,0.4927,2,trust
149488,Good,5,good,0.4404,2,trust
210907,"Addicting, good game..... Challenging at times!",5,addicting good game challenging at times,0.5423,2,trust
258513,Good,2,good,0.4404,2,trust
6757,This game is awesome 🔥,5,this game is awesome,0.6249,2,trust
145414,Good,3,good,0.4404,2,trust
181027,It's ok but they make levels before 40 harder,4,its ok but they make levels before 40 harder,0.1531,2,trust
47448,I am having a great fun here with Candy Crush ok,5,i am having a great fun here with candy crush ok,0.8402,2,positive
181801,Great,5,great,0.6249,2,trust
299647,It is so amazing💕😍,5,it is so amazing,0.7065,2,trust
279123,Nice one game.,4,nice one game,0.4215,2,trust
170580,It's great!!,5,its great,0.6249,2,trust
248282,Excelent very nice,5,excelent very nice,0.4754,2,trust
128019,Fun and addicting,5,fun and addicting,0.5106,2,positive
118527,Great 😉 very entertaining,5,great very entertaining,0.807,2,positive
122492,Great stress relief,5,great stress relief,0.6597,2,positive
19268,Excellent,5,excellent,0.5719,2,trust
69113,Nice,5,nice,0.4215,2,trust
196748,My favorite Game,5,my favorite game,0.4588,2,trust
303226,"Stress reliever, fun and helps one to think beyond with a 3d perspective",4,stress reliever fun and helps one to think beyond with a 3d perspective,0.6808,2,positive
3374,"Great , Awesome",5,great awesome,0.8481,2,trust
201373,Mind Relief game but some time level is hardly,5,mind relief game but some time level is hardly,0.2617,2,positive
104428,Very good 👍,5,very good,0.4927,2,trust
115021,Fun and. Challenging. Can't put it down! Tests your strategies.,5,fun and challenging cant put it down tests your strategies,0.5994,2,positive
287844,Nice,5,nice,0.4215,2,trust
255168,Nice,5,nice,0.4215,2,trust
54986,Pretty OK way to waste time,5,pretty ok way to waste time,0.3818,2,anticipation
128476,Jj,5,jj,0.25,2,trust
308648,Amazing,4,amazing,0.5859,2,trust
67254,This game is very amazing,5,this game is very amazing,0.624,2,trust
199156,Is this Super game,4,is this super game,0.5994,2,trust
70329,Never a dull moment,5,never a dull moment,0.3089,2,negative
30079,"Very nice game ,but I don't know how to play",5,very nice game but i dont know how to play,0.6306,2,trust
208945,Great game lots of fun,5,great game lots of fun,0.8126,2,positive
304674,Super,5,super,0.5994,2,trust
9814,Nice game,5,nice game,0.4215,2,trust
206388,Awesome,4,awesome,0.6249,2,trust
204955,I love this game I recommend this game to everyone,5,i love this game i recommend this game to everyone,0.7717,2,positive
96494,NICE Game,5,nice game,0.4215,2,trust
236434,Simply the best game ever,5,simply the best game ever,0.6369,2,trust
184471,Super,4,super,0.5994,2,trust
109576,Awesome!,5,awesome,0.6249,2,trust
163314,Good I love this game...bhut maza aata h ise khlene mein,4,good i love this gamebhut maza aata h ise khlene mein,0.7964,2,positive
51191,Good,5,good,0.4404,2,trust
264748,Good game,5,good game,0.4404,2,trust
41376,Awesome 👍😎,5,awesome,0.6249,2,trust
68947,Cool,5,cool,0.3182,2,positive
231783,Nice app playing with fun,5,nice app playing with fun,0.7845,2,positive
190003,Like very much,5,like very much,0.3612,2,trust
242064,I love this game 😍,5,i love this game,0.6369,2,positive
189382,Yes this game is a very funniest and I am very glad to play this game,5,yes this game is a very funniest and i am very glad to play this game,0.9109,2,positive
273709,I'm time pass game thanks,5,im time pass game thanks,0.4404,2,anticipation
37518,Quite good. Keeps the mind awake,5,quite good keeps the mind awake,0.4927,2,trust
178470,Good,5,good,0.4404,2,trust
257785,Awesome,5,awesome,0.6249,2,trust
37716,Best,5,best,0.6369,2,trust
48629,Varry good .osm game,5,varry good osm game,0.4404,2,trust
200712,Enjoy,5,enjoy,0.4939,2,trust
170053,It's ok game,3,its ok game,0.296,2,trust
95617,Fun and addicting,5,fun and addicting,0.5106,2,positive
277234,Very Good in wasting people time.,5,very good in wasting people time,0.0591,2,anticipation
200387,Amazing 👏,5,amazing,0.5859,2,trust
238481,Its really a nice game,5,its really a nice game,0.4754,2,trust
185363,Good app,4,good app,0.4404,2,trust
29400,Best,5,best,0.6369,2,trust
98964,Love it,5,love it,0.6369,2,positive
15208,Cool waiste of time.,5,cool waiste of time,0.3182,2,positive
174896,Very good,5,very good,0.4927,2,trust
125577,it's nice 🥰🥰,5,its nice,0.4215,2,trust
301163,The best game on Facebook,5,the best game on facebook,0.6369,2,trust
255922,Fun entertainment,5,fun entertainment,0.7269,2,positive
26446,More than fun,5,more than fun,0.5542,2,positive
12507,This game is great,5,this game is great,0.6249,2,trust
8184,"of all games, this is the game i like the most😍 my stress reliever games..",5,of all games this is the game i like the most my stress reliever games,0.2927,2,negative
29565,Nice game,5,nice game,0.4215,2,trust
61213,This is very interesting game,5,this is very interesting game,0.4576,2,positive
179290,Best,5,best,0.6369,2,trust
87997,Super,5,super,0.5994,2,trust
302123,Just love this game,5,just love this game,0.6369,2,positive
91135,It is a fun and relaxing way to pass a little time.,5,it is a fun and relaxing way to pass a little time,0.7579,2,anticipation
215864,Nice game,5,nice game,0.4215,2,trust
165096,Amazing,5,amazing,0.5859,2,trust
307519,Fun to play,5,fun to play,0.6908,2,positive
193149,Nice,5,nice,0.4215,2,trust
166177,Nice game,5,nice game,0.4215,2,trust
207863,Nice game,5,nice game,0.4215,2,trust
145691,Cool,5,cool,0.3182,2,positive
32748,Good game,5,good game,0.4404,2,trust
182914,Fun and relaxing,5,fun and relaxing,0.7579,2,positive
195199,good,5,good,0.4404,2,trust
307955,Good,5,good,0.4404,2,trust
145412,Good,5,good,0.4404,2,trust
165226,Cool,5,cool,0.3182,2,positive
40712,Amazing game,5,amazing game,0.5859,2,trust
145267,It is so much fun,5,it is so much fun,0.5542,2,positive
112870,Good,5,good,0.4404,2,trust
15758,Good,2,good,0.4404,2,trust
170484,Awesome,5,awesome,0.6249,2,trust
14610,Playing this game just for my favourite Player Mahendra Singh Dhoni (thala),5,playing this game just for my favourite player mahendra singh dhoni thala,0.2023,2,negative
58002,Wow,5,wow,0.5859,2,trust
256250,Amazing,1,amazing,0.5859,2,trust
133996,Nice,5,nice,0.4215,2,trust
94628,Nice,5,nice,0.4215,2,trust
303148,Nice,1,nice,0.4215,2,trust
51388,Nice game but watch ads and receive no rewards,2,nice game but watch ads and receive no rewards,0.5023,2,anticipation
136192,So cool 💗,5,so cool,0.3804,2,positive
40770,Stunning,5,stunning,0.3818,2,trust
275150,One Of The Best Of The Best,5,one of the best of the best,0.8555,2,trust
11865,Good morning sir,5,good morning sir,0.4404,2,trust
158893,Awesome game!!,4,awesome game,0.6249,2,trust
206349,Perfect,5,perfect,0.5719,2,trust
242078,"Very happy, please make me more happy by converting all the point in real money 😂😂😂",5,very happy please make me more happy by converting all the point in real money,0.8901,2,trust
188550,Nice game We can play anywhere and anytime,5,nice game we can play anywhere and anytime,0.6369,2,trust
8983,Nice,5,nice,0.4215,2,trust
7825,Great experience,5,great experience,0.6249,2,trust
61833,Love,5,love,0.6369,2,positive
199667,Fantastic 😊,5,fantastic,0.5574,2,trust
173296,Nice,5,nice,0.4215,2,trust
169425,Thi game is amazing,5,thi game is amazing,0.5859,2,trust
83293,Great,5,great,0.6249,2,trust
4630,The app really good,5,the app really good,0.4927,2,trust
261349,Fun and some levels are hard to beat but I love playing it,5,fun and some levels are hard to beat but i love playing it,0.8735,2,positive
271841,Awesome 👍,5,awesome,0.6249,2,trust
31357,This game is so good I gave 4 star,4,this game is so good i gave 4 star,0.5777,2,trust
252706,Nice and good App,5,nice and good app,0.6908,2,trust
127063,A good way to let your mind unwind.,5,a good way to let your mind unwind,0.4404,2,trust
295270,Cool,5,cool,0.3182,2,positive
22666,Great,5,great,0.6249,2,trust
28952,fun and challenging,5,fun and challenging,0.5994,2,positive
82932,Nice,5,nice,0.4215,2,trust
266575,Good,5,good,0.4404,2,trust
180297,Wonderful game of thought 👏,5,wonderful game of thought,0.5719,2,trust
261843,Nice game,5,nice game,0.4215,2,trust
194584,Been playing awhile and has never let me down,5,been playing awhile and has never let me down,0.2023,2,trust
225869,Amazing,5,amazing,0.5859,2,trust
212311,Enlightened,5,enlightened,0.4939,2,trust
156144,Very nice game ...,1,very nice game,0.4754,2,trust
122058,Very enjoyable,4,very enjoyable,0.4927,2,trust
91938,This game is dem good and interesting,5,this game is dem good and interesting,0.6808,2,positive
146111,This game is very nice,5,this game is very nice,0.4754,2,trust
27064,Awesome,4,awesome,0.6249,2,trust
38481,Very challenging game. Difficulty level easy to high.,4,very challenging game difficulty level easy to high,0.2799,2,trust
301768,best,5,best,0.6369,2,trust
177235,Super,5,super,0.5994,2,trust
181265,GOOD,4,good,0.4404,2,trust
142822,It's really not a sit back n relax but it's ok,5,its really not a sit back n relax but its ok,0.2725,2,trust
130013,Too much fun.. Addicted to it...,5,too much fun addicted to it,0.5106,2,positive
179798,Enjoyable way to pass the time. Have been playing for a few years now and some of the levels are difficult and challenging enough to keep be interested.,4,enjoyable way to pass the time have been playing for a few years now and some of the levels are difficult and challenging enough to keep be interested,0.6705,2,positive
223789,Good,5,good,0.4404,2,trust
73016,Good,5,good,0.4404,2,trust
60914,So exciting to play love it....,5,so exciting to play love it,0.8849,2,positive
279049,Its interesting game,5,its interesting game,0.4019,2,positive
142560,"Nice timepass, only worries recovery of life too late please minus it",5,nice timepass only worries recovery of life too late please minus it,0.3182,2,positive
164442,Fun,4,fun,0.5106,2,positive
304001,Enjoy the game and it relax me 👍👌,5,enjoy the game and it relax me,0.7269,2,trust
71341,Nice,5,nice,0.4215,2,trust
60035,Very good game,5,very good game,0.4927,2,trust
182192,Great fir passing time,5,great fir passing time,0.6249,2,anticipation
100497,Cool,5,cool,0.3182,2,positive
230362,I really like this game,5,i really like this game,0.4201,2,trust
52889,Awesome,5,awesome,0.6249,2,trust
220841,I love it,5,i love it,0.6369,2,positive
198128,A good challenging and mind game Thanks for the game,5,a good challenging and mind game thanks for the game,0.7506,2,trust
21446,Still love the game. I forget how much I love playing.,5,still love the game i forget how much i love playing,0.8519,2,positive
200205,Love it,5,love it,0.6369,2,positive
216619,Amazing,5,amazing,0.5859,2,trust
25089,"Its a fun game. However there are far to many pop up's before i can even try playing the level. So please get rid of the amount of pop ups. Change the map back to the old map, please. There was nothing wrong with the old map. Im up to 537 but some level have been ridiculously hard without gold bars and power ups. Some level you spend gold bars only to get 5 extra moves which sometimes doesn't help. Some levels need more moves to pass as well. Shouldn't have to buy gold bars for almost every leve",3,its a fun game however there are far to many pop ups before i can even try playing the level so please get rid of the amount of pop ups change the map back to the old map please there was nothing wrong with the old map im up to 537 but some level have been ridiculously hard without gold bars and power ups some level you spend gold bars only to get 5 extra moves which sometimes doesnt help some levels need more moves to pass as well shouldnt have to buy gold bars for almost every leve,0.3359,2,positive
124985,Having fun,5,having fun,0.5106,2,positive
163860,"Brilliant game I love it, lots of different levels can't stop playing this game.👍😁",5,brilliant game i love it lots of different levels cant stop playing this game,0.8517,2,positive
154108,Tons of fun very challenging,5,tons of fun very challenging,0.6361,2,positive
222232,Love it♥️,5,love it,0.6369,2,positive
253944,Great,5,great,0.6249,2,trust
237205,Ok,5,ok,0.296,2,trust
40149,Fun,4,fun,0.5106,2,positive
83417,I like this game so nice intertenment,4,i like this game so nice intertenment,0.7283,2,trust
195762,Very entertaining,5,very entertaining,0.4927,2,positive
31902,It is very good i love it 😍😍☺️☺️ but my gold coins are not adding they are still the same,5,it is very good i love it but my gold coins are not adding they are still the same,0.5908,2,positive
12616,Thalla fan #7 😎🛐,5,thalla fan 7,0.3182,2,trust
16466,Fairly fun... and frustrating,4,fairly fun and frustrating,0.1027,2,positive
72302,Very satisfying,3,very satisfying,0.5095,2,trust
123689,This is very good game and it's refresh my mind,5,this is very good game and its refresh my mind,0.4927,2,trust
165080,good,5,good,0.4404,2,trust
230626,I have e glitch when I play candy crush,3,i have e glitch when i play candy crush,0.2023,2,trust
256033,Ok,5,ok,0.296,2,trust
44735,Love it!😊,5,love it,0.6369,2,positive
168561,I love it,5,i love it,0.6369,2,positive
183159,Really enjoyable game,5,really enjoyable game,0.4927,2,trust
131073,amazing make my mind relax,5,amazing make my mind relax,0.7717,2,trust
240684,Why are you forcing people to be friends. It won't let me play until I say yes,1,why are you forcing people to be friends it wont let me play until i say yes,0.5809,2,anticipation
41267,Good,5,good,0.4404,2,trust
146841,Very nice game,5,very nice game,0.4754,2,trust
297553,Very good,5,very good,0.4927,2,trust
52327,Stress free game,5,stress free game,0.128,2,negative
50804,Love this game,5,love this game,0.6369,2,positive
260510,Game good but ....mara ko ads nahi milta,1,game good but mara ko ads nahi milta,0.2382,2,trust
299167,A fun way to pass time.,4,a fun way to pass time,0.5106,2,anticipation
126041,Great game and challenge.,5,great game and challenge,0.6597,2,negative
64142,It is enjoyable,5,it is enjoyable,0.4404,2,trust
188931,Nice game,4,nice game,0.4215,2,trust
11786,Good,5,good,0.4404,2,trust
191061,Such amazing game to swipe away your stress!!,4,such amazing game to swipe away your stress,0.25,2,negative
92993,"It,s Nice game",5,its nice game,0.4215,2,trust
271176,Good,5,good,0.4404,2,trust
72138,Great,5,great,0.6249,2,trust
47088,I like this game very much right now this game is the best its now some years playing and now I can have some videos to top up my lives thanks team 🍬,5,i like this game very much right now this game is the best its now some years playing and now i can have some videos to top up my lives thanks team,0.9042,2,trust
90083,I love it,3,i love it,0.6369,2,positive
215313,Fun so far,3,fun so far,0.5106,2,positive
213702,I loved this aap so much!!!,5,i loved this aap so much,0.5994,2,trust
216637,Lots of fun,5,lots of fun,0.5106,2,positive
85911,It's ok,4,its ok,0.296,2,trust
302921,very nice game,5,very nice game,0.4754,2,trust
76479,It is an amazing experience,5,it is an amazing experience,0.5859,2,trust
102555,Relaxing and fun,5,relaxing and fun,0.7579,2,positive
91313,Nice game,5,nice game,0.4215,2,trust
3506,Great,5,great,0.6249,2,trust
48299,Good game,5,good game,0.4404,2,trust
153224,So fun!,5,so fun,0.5563,2,positive
123339,Nice game for free time,3,nice game for free time,0.7269,2,anticipation
146058,Good,5,good,0.4404,2,trust
62340,Great,5,great,0.6249,2,trust
117564,Fun and my new favorite!!! Really good time relief!!,5,fun and my new favorite really good time relief,0.9162,2,positive
165253,This is no good,1,this is no good,0.1779,2,trust
229070,Cool game to play,5,cool game to play,0.5719,2,positive
156153,"Nice game ,",5,nice game,0.4215,2,trust
113900,Its just awesome 😊,5,its just awesome,0.6249,2,trust
94996,Good game,5,good game,0.4404,2,trust
280118,Ok,4,ok,0.296,2,trust
144836,Awesome!,5,awesome,0.6249,2,trust
210991,It's lots of fun and keeps me on my toes,4,its lots of fun and keeps me on my toes,0.5106,2,positive
255571,Time pass game but nice game,1,time pass game but nice game,0.5719,2,anticipation
141526,Nice game,5,nice game,0.4215,2,trust
174107,I love this game,5,i love this game,0.6369,2,positive
74494,Nice game,5,nice game,0.4215,2,trust
30840,Nice game,5,nice game,0.4215,2,trust
14447,Excellent,5,excellent,0.5719,2,trust
50600,Super brilliant,4,super brilliant,0.8271,2,trust
49011,Superb,5,superb,0.6249,2,positive
199891,It's fun,5,its fun,0.5106,2,positive
66761,Fun,5,fun,0.5106,2,positive
47959,Best game ever,5,best game ever,0.6369,2,trust
100486,Best game on playstore,5,best game on playstore,0.6369,2,trust
137546,Nice to esy play good PP sample,4,nice to esy play good pp sample,0.7964,2,trust
245604,Good,1,good,0.4404,2,trust
112260,Fun games,5,fun games,0.5106,2,positive
34399,Great,4,great,0.6249,2,trust
262623,Excellent thanks,5,excellent thanks,0.765,2,trust
35746,Good,5,good,0.4404,2,trust
285831,Good fame,5,good fame,0.7003,2,positive
281766,Great 👌,5,great,0.6249,2,trust
205303,Wow beautiful,5,wow beautiful,0.8271,2,positive
159292,"Relax and chill! Punguza stres ,gem liko guda",5,relax and chill punguza stres gem liko guda,0.4404,2,positive
276278,Nice,5,nice,0.4215,2,trust
115313,"So far, so good.",4,so far so good,0.6213,2,trust
82688,Super 👌 👍 😍,5,super,0.5994,2,trust
290847,Perfect game,5,perfect game,0.5719,2,trust
176959,Happy days,5,happy days,0.5719,2,trust
54371,Fun,5,fun,0.5106,2,positive
214287,Ok,4,ok,0.296,2,trust
69247,Fun game for relaxing,4,fun game for relaxing,0.7579,2,positive
14199,Dhoni sir fan's like ❤️,5,dhoni sir fans like,0.3612,2,trust
16808,Great,5,great,0.6249,2,trust
69437,Good and i like this game,5,good and i like this game,0.6597,2,trust
284574,Excellent,5,excellent,0.5719,2,trust
153041,Love it!,5,love it,0.6369,2,positive
85703,Good 👍😊,5,good,0.4404,2,trust
221921,Super duperr,5,super duperr,0.5994,2,trust
31754,Great,5,great,0.6249,2,trust
208407,Nice,5,nice,0.4215,2,trust
54812,Fab,5,fab,0.4588,2,trust
158776,"Fun easy to play, but at the same time challenging",4,fun easy to play but at the same time challenging,0.6908,2,anticipation
185777,Love it,5,love it,0.6369,2,positive
66992,great way to relax and get rid offrustrations,5,great way to relax and get rid offrustrations,0.7906,2,trust
175201,Good,5,good,0.4404,2,trust
129370,ok,3,ok,0.296,2,trust
192433,Super,5,super,0.5994,2,trust
24443,Better,5,better,0.4404,2,trust
267600,I love this game so much,5,i love this game so much,0.6369,2,positive
201937,Awesome,5,awesome,0.6249,2,trust
12221,Good game,5,good game,0.4404,2,trust
7141,GREAT FUN,5,great fun,0.8126,2,positive
289471,Enjoying 🎉🎉❤️❤️❤️🥰,5,enjoying,0.5267,2,trust
275886,Wonderful 😊,5,wonderful,0.5719,2,trust
88635,So fun! Great game!!,5,so fun great game,0.839,2,positive
126976,Lovely,5,lovely,0.5859,2,trust
68307,Super 🥰🥰🥰,5,super,0.5994,2,trust
110795,Nice game,5,nice game,0.4215,2,trust
260060,Good,3,good,0.4404,2,trust
119247,Fun,5,fun,0.5106,2,positive
271671,Good,5,good,0.4404,2,trust
267468,Super,5,super,0.5994,2,trust
125727,Good,5,good,0.4404,2,trust
280777,I love this game,5,i love this game,0.6369,2,positive
174252,Good,5,good,0.4404,2,trust
114729,Love it!,5,love it,0.6369,2,positive
185886,Good,4,good,0.4404,2,trust
229132,Fun game Keep me very busy all day,5,fun game keep me very busy all day,0.5106,2,positive
66791,"Good things Lovely.............................,.........................................................app..............",5,good things lovelyapp,0.4404,2,trust
196698,Its a very good game,5,its a very good game,0.4927,2,trust
141554,Great!,5,great,0.6249,2,trust
93558,Excellent,5,excellent,0.5719,2,trust
175386,Great fun!,5,great fun,0.8126,2,positive
135615,Amazing app ever,3,amazing app ever,0.5859,2,trust
60465,Happy when I win. Frustrated when takes several days or even weeks to pass I'm happy right now!! Love the new features.thanks.,5,happy when i win frustrated when takes several days or even weeks to pass im happy right now love the new featuresthanks,0.9186,2,positive
307146,Great,5,great,0.6249,2,trust
39666,Vip,5,vip,0.5106,2,trust
139766,"Relaxing, intelligent, mind planning for the next decision of the brain and deciding what is the best next move .. it just relaxing with a little I'm going to out smart the competition with an attitude! 🤣",5,relaxing intelligent mind planning for the next decision of the brain and deciding what is the best next move it just relaxing with a little im going to out smart the competition with an attitude,0.946,2,trust
102348,Best offline game,4,best offline game,0.5719,2,trust
