,review_description,rating,cleaned_text,sentiment_score,vader_label,highest_emotion
182500,Old crushing sound feels really relief From stress but new one really sucks. New version they have decreased the moves which becomes the reason for stress🌝,1,old crushing sound feels really relief from stress but new one really sucks new version they have decreased the moves which becomes the reason for stress,-0.8545,0,negative
157554,Why there is always a connection problem 😡😡😡😡,1,why there is always a connection problem,-0.4019,0,negative
296113,"I never get bored , thanks to candy saga.",5,i never get bored thanks to candy saga,-0.1511,0,trust
191129,When you change devices you lose everything except for your progress. Messages that people have sent for lives you lose! Pretty stupid,1,when you change devices you lose everything except for your progress messages that people have sent for lives you lose pretty stupid,-0.4215,0,negative
159819,It's stress relieving,5,its stress relieving,-0.0772,0,positive
137703,Candy crush was made for me,5,candy crush was made for me,-0.1531,0,trust
105685,I was up to game 320 lost it have to start Over,2,i was up to game 320 lost it have to start over,-0.3182,0,negative
147324,Very bad game Mera new mobile 1 month bhi nahi huyi or ye game download Kiya tha or mere mobile hang kar raha hai mere mobile ki Ram hai 8 GB fhir bhi,1,very bad game mera new mobile 1 month bhi nahi huyi or ye game download kiya tha or mere mobile hang kar raha hai mere mobile ki ram hai 8 gb fhir bhi,-0.5849,0,anticipation
243232,Boring,3,boring,-0.3182,0,negative
82266,"Fun, challenging and time killing",5,fun challenging and time killing,-0.128,0,anticipation
211775,I am hooked on Candy Crush again!,5,i am hooked on candy crush again,-0.1531,0,negative
99833,Why did Candy Crush stop ad? Passing the levels has become difficult. Solve this problem immediately,1,why did candy crush stop ad passing the levels has become difficult solve this problem immediately,-0.7351,0,negative
280823,Bored innit,5,bored innit,-0.2732,0,trust
124678,Stupidly addictive.. drives me nutts!,4,stupidly addictive drives me nutts,-0.4588,0,trust
48010,bad,1,bad,-0.5423,0,negative
239773,Crush,5,crush,-0.1531,0,trust
119529,Finish a level then freezes. So have to close all apps to continue... not worth the hassle. 1136 is impossible... NOT RELAXING just bored !!!,1,finish a level then freezes so have to close all apps to continue not worth the hassle 1136 is impossible not relaxing just bored,-0.3777,0,positive
292673,"You charge a matter of a few dollars for the coveted helpers for the game, but tried charging $46.57 for the Candy Stripe effect...luckily my card wouldn't allow the charge because it was flagged as questionable. Are you kidding me? Unimpressed, unsatisfied, uninstalled.",5,you charge a matter of a few dollars for the coveted helpers for the game but tried charging 4657 for the candy stripe effectluckily my card wouldnt allow the charge because it was flagged as questionable are you kidding me unimpressed unsatisfied uninstalled,-0.85,0,negative
161094,God game to kill time😉,5,god game to kill time,-0.5574,0,anticipation
138994,One hell of a Game but it doesn't finish lols,4,one hell of a game but it doesnt finish lols,-0.4215,0,negative
192818,"We spend more downloading and playing the game, but we never earned a dime , very bad of you , stop reaping down, try and make this game a profitable game for expert players, you should not be the only one making money",5,we spend more downloading and playing the game but we never earned a dime very bad of you stop reaping down try and make this game a profitable game for expert players you should not be the only one making money,-0.5585,0,trust
171082,Candy crush so nic game,5,candy crush so nic game,-0.1531,0,trust
164482,It's not a fun game. Level 26 and I can tell the game is trying to force me to spend money to pass the level. It's so annoying.,1,its not a fun game level 26 and i can tell the game is trying to force me to spend money to pass the level its so annoying,-0.7346,0,positive
124232,I used to have a lot of fun with this game but now the commercials are getting more frequent and longer it's becoming so frustrating I'm considering uninstalling the The biggest challenge for me is sitting through all these endless commercials I feel like I waste more time sitting and waiting for commercials to end so I can continue then I spend actually playing the game I never even watched the commercials I've usually set the phone down And wait and wait and wait,1,i used to have a lot of fun with this game but now the commercials are getting more frequent and longer its becoming so frustrating im considering uninstalling the the biggest challenge for me is sitting through all these endless commercials i feel like i waste more time sitting and waiting for commercials to end so i can continue then i spend actually playing the game i never even watched the commercials ive usually set the phone down and wait and wait and wait,-0.4141,0,negative
5775,Lost previous games! Had 2900 plus.,1,lost previous games had 2900 plus,-0.3182,0,negative
127532,When there is 1 move away from completing the level suddenly they stop the ads for moves.,1,when there is 1 move away from completing the level suddenly they stop the ads for moves,-0.296,0,positive
268392,Bad,1,bad,-0.5423,0,negative
119473,Some levels are ridiculous and take money to complete,3,some levels are ridiculous and take money to complete,-0.3612,0,trust
170577,"I don't have levels, I have updated many times , tell us if you no longer have more levels",5,i dont have levels i have updated many times tell us if you no longer have more levels,-0.296,0,trust
177072,poor,5,poor,-0.4767,0,trust
307724,Should be able to make a square block,4,should be able to make a square block,-0.4404,0,trust
73267,I'm trying to login with Facebook but candy crush system problem please solve this problem. Thank you team candy crush,1,im trying to login with facebook but candy crush system problem please solve this problem thank you team candy crush,-0.3612,0,trust
223469,"I have been on one level for 5 days I have watch so many videos and still can't get it. If I am stuck much longer, I will delete the game. This is ridiculous ... then what's the point.",1,i have been on one level for 5 days i have watch so many videos and still cant get it if i am stuck much longer i will delete the game this is ridiculous then whats the point,-0.5423,0,trust
727,Bad game,1,bad game,-0.5423,0,negative
136828,This is just business and not fun anymore... unless you pay for the bars they'll will forever make you lose...🤧🚮,1,this is just business and not fun anymore unless you pay for the bars theyll will forever make you lose,-0.7005,0,positive
67384,"After some errors I lost my color bombs, lollipop hammer, etc.. Only gold bars left 😡😡😡",1,after some errors i lost my color bombs lollipop hammer etc only gold bars left,-0.5719,0,positive
52099,Bad app Ghatia app,1,bad app ghatia app,-0.5423,0,negative
239833,These days this game is having issues. It just slips out of the game.. and at times during ads it gets stucked and all the streaks are lost ☹️,3,these days this game is having issues it just slips out of the game and at times during ads it gets stucked and all the streaks are lost,-0.3182,0,negative
163644,"Very Bad,Because its my opinion when I have to play,then why you have to put race mode while playing it is very irritating.",1,very badbecause its my opinion when i have to playthen why you have to put race mode while playing it is very irritating,-0.3597,0,negative
118644,No explanation on how to move the cherries,1,no explanation on how to move the cherries,-0.296,0,trust
36010,This isvery poor game because it is a business to earn money,1,this isvery poor game because it is a business to earn money,-0.4767,0,positive
161777,It is very stress buster when I feel something sad and this is one of my hobby,3,it is very stress buster when i feel something sad and this is one of my hobby,-0.7346,0,positive
97620,"It's a kind of game of challenge, you won't love to get knock out even at the last move.. It's really Candy Crush Saga 😘",5,its a kind of game of challenge you wont love to get knock out even at the last move its really candy crush saga,-0.6055,0,positive
184539,Anti stress game,4,anti stress game,-0.6249,0,negative
65296,I don't like the time Gap between the allowed limit after loosing levels. Too much advertisements,4,i dont like the time gap between the allowed limit after loosing levels too much advertisements,-0.2755,0,negative
81725,"Will make you fail levels on purpose to spend money, I get it that's how they make money, but it gets sooooo bad to where it will not spawn objectives even after you bought a few more moves so you fail again after buying in. That's really bad.",1,will make you fail levels on purpose to spend money i get it thats how they make money but it gets sooooo bad to where it will not spawn objectives even after you bought a few more moves so you fail again after buying in thats really bad,-0.9552,0,trust
68522,Some levels cannot be won without buying help and it's to hard to verify a card,4,some levels cannot be won without buying help and its to hard to verify a card,-0.6864,0,trust
246859,candy Crush saga rate this app to GCASH,5,candy crush saga rate this app to gcash,-0.1531,0,trust
231703,struggle,5,struggle,-0.3182,0,negative
161060,Fun game to kill time,4,fun game to kill time,-0.34,0,anticipation
264913,Few lives and it's takes long time to get more this makes me feel bored,5,few lives and its takes long time to get more this makes me feel bored,-0.2732,0,anticipation
155150,Kills time when needed,4,kills time when needed,-0.5423,0,anticipation
94515,Not good,1,not good,-0.3412,0,trust
297423,Actually i nead to ask one question then i will rate 5 star. my question is where is owl mode? i missing it so much!,4,actually i nead to ask one question then i will rate 5 star my question is where is owl mode i missing it so much,-0.296,0,positive
241211,Such a irritable game,1,such a irritable game,-0.4767,0,negative
292590,Worst game,1,worst game,-0.6249,0,trust
244185,Very bad,1,very bad,-0.5849,0,negative
36642,Keeps popingup unnecessary on full page. Very irritating. Blocks View of full page. It doesn't 'close' quickly. I hate this ad.,1,keeps popingup unnecessary on full page very irritating blocks view of full page it doesnt close quickly i hate this ad,-0.3556,0,positive
188929,Unlimited kar do candy crush,5,unlimited kar do candy crush,-0.1531,0,positive
237198,good games but no mogr live why,5,good games but no mogr live why,-0.2144,0,trust
218407,Add waste,1,add waste,-0.4215,0,negative
50791,"I've just payed my gold and passed a hard level, but the app suddenly stopped and closed, after I came back, my gold was gone and I didn't pass the level, furious!!!",1,ive just payed my gold and passed a hard level but the app suddenly stopped and closed after i came back my gold was gone and i didnt pass the level furious,-0.8225,0,positive
308387,"The game is challenging and that's what I want. I like it but, when I already update the game, there are somewhat pink color in the screen and it's annoying for me. Take note: This is only based on my experience.",3,the game is challenging and thats what i want i like it but when i already update the game there are somewhat pink color in the screen and its annoying for me take note this is only based on my experience,-0.3291,0,negative
147364,It's not connecting to wifi or mobile data such an irritating app,1,its not connecting to wifi or mobile data such an irritating app,-0.4588,0,negative
138201,level 1833 bad level 😞,5,level 1833 bad level,-0.5423,0,trust
280657,It's candy crush nothing else to say,3,its candy crush nothing else to say,-0.1531,0,trust
137061,I just switched to a new phone and have lost the daily power up & the wheel. Where have they gone?,2,i just switched to a new phone and have lost the daily power up the wheel where have they gone,-0.3182,0,negative
186678,"Dont like friend request ,its disturbing thats why not interest in playing",3,dont like friend request its disturbing thats why not interest in playing,-0.8782,0,positive
68937,It is a game to kill time not a mockingbird.,4,it is a game to kill time not a mockingbird,-0.6908,0,negative
2153,Kills time,5,kills time,-0.5423,0,anticipation
192248,Not good at all,1,not good at all,-0.3412,0,trust
234752,"The game gets you hooked and then starts messing up. It's not been giving me my chocolates for a few weeks now. It shows at the end of the level that I earned it, but it doesn't come out of the box. I have actually been buying extras in this game, too. No more.",3,the game gets you hooked and then starts messing up its not been giving me my chocolates for a few weeks now it shows at the end of the level that i earned it but it doesnt come out of the box i have actually been buying extras in this game too no more,-0.5136,0,positive
93780,No reason,5,no reason,-0.296,0,positive
242946,Destresser Crush,5,destresser crush,-0.1531,0,trust
129861,Great way to kill 20 minutes.,5,great way to kill 20 minutes,-0.1531,0,negative
121838,It would be nice to keep all the extra lives. Bugs me that you lose all your extras when you fail one level instead of just losing one. Very unfair,3,it would be nice to keep all the extra lives bugs me that you lose all your extras when you fail one level instead of just losing one very unfair,-0.8553,0,negative
215113,Very bad game,1,very bad game,-0.5849,0,negative
123218,Stress reliever,5,stress reliever,-0.0772,0,negative
59983,Bad,1,bad,-0.5423,0,negative
260289,"Im on level 1884, the cherry stuck it wont come down. Please fix it, i cant pass the level no matter how i tried",5,im on level 1884 the cherry stuck it wont come down please fix it i cant pass the level no matter how i tried,-0.6202,0,positive
251416,Your hard leval for new update plese normal level my game not system for a video plese start,1,your hard leval for new update plese normal level my game not system for a video plese start,-0.1027,0,trust
130045,"Lost lanscape mode, can't easily play it on my tablet with keyboard attached. Uninstalled.",1,lost lanscape mode cant easily play it on my tablet with keyboard attached uninstalled,-0.6566,0,negative
291349,... for making this insanely addictive game! Seriously! What have you done to mankind?! :p,5,for making this insanely addictive game seriously what have you done to mankind p,-0.1779,0,trust
95607,Fun game to kill time on,5,fun game to kill time on,-0.34,0,anticipation
154415,Pls no entry to all hackers.,4,pls no entry to all hackers,-0.2263,0,trust
95063,Obsessed,5,obsessed,-0.1779,0,trust
30086,Very bad game,1,very bad game,-0.5849,0,negative
62865,"I really like this game, but I hate that some of the levels keep you stuck for a minute. A loooong minute before you can figure it out. Need more life!",5,i really like this game but i hate that some of the levels keep you stuck for a minute a loooong minute before you can figure it out need more life,-0.7686,0,negative
92295,Mi you see mi ch no,3,mi you see mi ch no,-0.296,0,trust
82204,Should be able to buy gold in game with fake money,3,should be able to buy gold in game with fake money,-0.4767,0,positive
94469,I find this game really relaxing but in is also frustrating 👍,5,i find this game really relaxing but in is also frustrating,-0.3825,0,trust
246243,Can't login to Facebook to continue from the last level I had to restart from level 1 which is annoying,5,cant login to facebook to continue from the last level i had to restart from level 1 which is annoying,-0.4019,0,trust
138105,It kills my boredom,5,it kills my boredom,-0.7003,0,negative
178617,i hate this app don't show her ads. mkc,1,i hate this app dont show her ads mkc,-0.5719,0,trust
1848,Bad 😔,1,bad,-0.5423,0,negative
111545,Fool,4,fool,-0.4404,0,negative
231235,This is a very bad app because yah sirf Paise kamane Ke Liye app Banaya Gaya Hai is game ka level Paar karne ke liye ismein last Mein jakar paise dalna hi padenge nahin to level Paar Nahin hoga average 305 ke something level Paar Nahin Ho GA,1,this is a very bad app because yah sirf paise kamane ke liye app banaya gaya hai is game ka level paar karne ke liye ismein last mein jakar paise dalna hi padenge nahin to level paar nahin hoga average 305 ke something level paar nahin ho ga,-0.5849,0,trust
30842,Worst experience after new updates .... Game become so pathetic and leave every charm that was attached with this game ....,1,worst experience after new updates game become so pathetic and leave every charm that was attached with this game,-0.8227,0,negative
203328,"Whenever we r changing the phones we r losing all the boosters which we earned .this is not fair, plz look into the matter it should b available whenever we r sign in with any of the phone",4,whenever we r changing the phones we r losing all the boosters which we earned this is not fair plz look into the matter it should b available whenever we r sign in with any of the phone,-0.5696,0,positive
207797,"I love candy crush so much but after the recent update, levels are now extremely difficult to pass, am at level 3315. Its really frustrating even with boosters levels are still difficult to pass, and please we need the old sound back this new one is not cool. And why the heck would we be able to receive 20 lives per day. It's supposed to be unlimited when friends gives you lives you should be able to enjoy the lives not you saying we would have just 20 lives per day. Please fix my complaint.",2,i love candy crush so much but after the recent update levels are now extremely difficult to pass am at level 3315 its really frustrating even with boosters levels are still difficult to pass and please we need the old sound back this new one is not cool and why the heck would we be able to receive 20 lives per day its supposed to be unlimited when friends gives you lives you should be able to enjoy the lives not you saying we would have just 20 lives per day please fix my complaint,-0.0674,0,positive
187592,kaYA ako nag download kaSi Ang hot Ng boses,5,kaya ako nag download kasi ang hot ng boses,-0.3612,0,negative
71207,Fun but addicting and kind of dumb,1,fun but addicting and kind of dumb,-0.5775,0,positive
248409,A beautiful game but too difficult to get through. Why ask us to buy in Africa,4,a beautiful game but too difficult to get through why ask us to buy in africa,-0.2023,0,positive
143006,Sick,4,sick,-0.5106,0,negative
144422,Jabardasti hard banata h level ko,4,jabardasti hard banata h level ko,-0.1027,0,trust
111290,Brain numbing time killer....exactly what it should be! ;),4,brain numbing time killerexactly what it should be,-0.2732,0,anticipation
71391,Mah stress burster ❤,5,mah stress burster,-0.4215,0,negative
246751,Levels are becoming hard to pass,5,levels are becoming hard to pass,-0.1027,0,trust
122703,"Love but the vibration really when playing needs to STOP. Also watching a 30sec video and not getting a booster is annoying AF, sort it out",3,love but the vibration really when playing needs to stop also watching a 30sec video and not getting a booster is annoying af sort it out,-0.2807,0,positive
32731,Since I updated my candy crush to the latest version it has refused to play/ open .,3,since i updated my candy crush to the latest version it has refused to play open,-0.1027,0,negative
7694,"Enough with the CONSTANT, same pop-ups!!! I don't play nearly as much because it's so annoying!",2,enough with the constant same popups i dont play nearly as much because its so annoying,-0.6733,0,trust
76528,This game is a ripoff. It makes some games a lot harder than others. They only want suckered to buy extra bars to get through them. I'm going to uninstall the game. Find another suckered!,2,this game is a ripoff it makes some games a lot harder than others they only want suckered to buy extra bars to get through them im going to uninstall the game find another suckered,-0.6908,0,positive
69149,Bahan ke lodo har chizz pr ads lagwate what' the hell is this stupidity for growing your business 🤬,1,bahan ke lodo har chizz pr ads lagwate what the hell is this stupidity for growing your business,-0.7783,0,negative
217337,Candy Crush Saga game mind blowing game,5,candy crush saga game mind blowing game,-0.1531,0,trust
208101,Not good,1,not good,-0.3412,0,trust
167702,"I lost my old password and was on level 3700 something, I lost my account because I lost my fb password, so After trying to get it back I gave up and am starting over I lost my candy crush April 2021.please help me get my old account back PLEASE ,or tell me what to do .can I show I.D. to get this fixed ,thank you natalie wickings",5,i lost my old password and was on level 3700 something i lost my account because i lost my fb password so after trying to get it back i gave up and am starting over i lost my candy crush april 2021please help me get my old account back please or tell me what to do can i show id to get this fixed thank you natalie wickings,-0.3182,0,trust
123735,I had given 5 stars to this game earlier. So after a certain level they will keep you stuck at one place no matter how hard you try. They want you to remove 120 bricks in just 15 steps. Wow. I was soo crazy that I tried purchasing a gold for 29 INR. The money got debited from my source account but the app says purchase was unsuccessful. Don't trust the finances in this app.,1,i had given 5 stars to this game earlier so after a certain level they will keep you stuck at one place no matter how hard you try they want you to remove 120 bricks in just 15 steps wow i was soo crazy that i tried purchasing a gold for 29 inr the money got debited from my source account but the app says purchase was unsuccessful dont trust the finances in this app,-0.7589,0,trust
107774,It's a fun game but some stuff gets annoying,4,its a fun game but some stuff gets annoying,-0.34,0,positive
116590,Candy crush trying to make money from the players currently playing 13412 but can't even pass a single level without extra moves n there is no video for extra moves n boosters getting bored by playing same level 3 to 4days,1,candy crush trying to make money from the players currently playing 13412 but cant even pass a single level without extra moves n there is no video for extra moves n boosters getting bored by playing same level 3 to 4days,-0.4854,0,positive
136615,"Candy crush gives me a piece of mind, and I ❤️ it. Even my kids are jealous of candy crush. I am hooked.",5,candy crush gives me a piece of mind and i it even my kids are jealous of candy crush i am hooked,-0.6369,0,negative
83594,"The pop-ups in-between the games are becoming irritating. For every single damn thing there is a pop-up! Barely playing it now, as I end up spending more time closing the pop-ups or watching the endless advertising, than playing the game. The levels are impossible to pass without boosters or buying extra moves. Was a fun game, not anymore.",1,the popups inbetween the games are becoming irritating for every single damn thing there is a popup barely playing it now as i end up spending more time closing the popups or watching the endless advertising than playing the game the levels are impossible to pass without boosters or buying extra moves was a fun game not anymore,-0.0992,0,negative
60470,Poor explanation of the rules,3,poor explanation of the rules,-0.4767,0,trust
178295,Fun to kill time with,5,fun to kill time with,-0.34,0,anticipation
38657,Not Ok.,2,not ok,-0.2235,0,trust
281157,"Why is it, everytime I watch a video to get more moves, the screen goes blank????? Very annoying!! Obviously a piece of software you put in to stop people getting more moves! Nothing changes! No answer from Muppets that run this site. Cheating bas...ds",1,why is it everytime i watch a video to get more moves the screen goes blank very annoying obviously a piece of software you put in to stop people getting more moves nothing changes no answer from muppets that run this site cheating basds,-0.7848,0,negative
59572,Very fun time killer,5,very fun time killer,-0.2431,0,anticipation
301847,The latest update is quite terrible. The phone lags and it makes the game almost unbearable to play. Would rate at 5 star again if this is worked on.,2,the latest update is quite terrible the phone lags and it makes the game almost unbearable to play would rate at 5 star again if this is worked on,-0.5799,0,negative
261391,Very very dead,1,very very dead,-0.707,0,trust
16759,Poor options,3,poor options,-0.4767,0,trust
97666,Worst boaring when ur are not passing a thought level,1,worst boaring when ur are not passing a thought level,-0.6249,0,trust
35744,Useless,1,useless,-0.4215,0,negative
181338,Too many pop-ups I love this game have been playing it since it first came out. But it's too many popups. You have to close too many things to get to the next level. It's quite annoying,2,too many popups i love this game have been playing it since it first came out but its too many popups you have to close too many things to get to the next level its quite annoying,-0.2475,0,positive
217133,Locked out with a 'Regional restrictions' issue. Emailed customer services. Absolutely no help at all. Poor effort.,1,locked out with a regional restrictions issue emailed customer services absolutely no help at all poor effort,-0.3848,0,positive
269169,Over a candy must be destroyed or crushed by a yeti,5,over a candy must be destroyed or crushed by a yeti,-0.7184,0,negative
308484,"By the time I log in after a day or two, I notice my gold bars have been removed and I did not purchase anything. It is so annoying and frustrating.",2,by the time i log in after a day or two i notice my gold bars have been removed and i did not purchase anything it is so annoying and frustrating,-0.7687,0,positive
1847,Frequently is having problems I used to have mostly more than 150 lives now I can get any with the new setting you guys did not to happy,3,frequently is having problems i used to have mostly more than 150 lives now i can get any with the new setting you guys did not to happy,-0.6906,0,trust
1158,Last update in July was HORRIBLE!!!!!!! Ads don't load and am forced to close app and start over while losing all my helpers. Fix or I will not be playing any more!!!,4,last update in july was horrible ads dont load and am forced to close app and start over while losing all my helpers fix or i will not be playing any more,-0.8221,0,negative
67194,👎👎👎👎👎👎 To bad,1,to bad,-0.5423,0,negative
559,Ban This game,1,ban this game,-0.5574,0,negative
84404,"Horrible customer service! Had a bug on a level, it took all the gold bars I had just bought, emailed multiple times and nothing. No help whatsoever.",1,horrible customer service had a bug on a level it took all the gold bars i had just bought emailed multiple times and nothing no help whatsoever,-0.5954,0,positive
144379,👎👎👎👎👎👎👎👎👎👎👎👎👎the worst game I have played,1,the worst game i have played,-0.4019,0,trust
237833,It keeps freezing up,3,it keeps freezing up,-0.1027,0,negative
89086,"Enjoy it, mostly, but you get to the stage where it's obvious they want you to pay to get by a level I've tried Level 300 nearly 100 times and I've read that others have the same issue. Thinking of uninstalling, as I refuse to pay.",3,enjoy it mostly but you get to the stage where its obvious they want you to pay to get by a level ive tried level 300 nearly 100 times and ive read that others have the same issue thinking of uninstalling as i refuse to pay,-0.3506,0,trust
135054,"Ruined our lives in the past 12 years This has ruined my partner's life and in doing so, affected mine as well. Addictive yet absurd, useless and unrelaxing games like these should become regulated; just as illegal drugs are. See the problem. Drop this before it's too late.",1,ruined our lives in the past 12 years this has ruined my partners life and in doing so affected mine as well addictive yet absurd useless and unrelaxing games like these should become regulated just as illegal drugs are see the problem drop this before its too late,-0.9315,0,negative
286729,Bad experience with This game up to 500 lable .,1,bad experience with this game up to 500 lable,-0.5423,0,negative
11573,"I'll give the game a fair rating, since it's fun at first, but - and this applies to all of the Candy Crush and similar games, not just this one - you'll soon reach a point where fun turns to frustration, and I'm past that point. I'm fed up with absurdly difficult levels that are near impossible to complete without spending money, and I've had it up to my ears with being forced to participate in races, treasure hunts and other things I don't care about. Uninstalling and wasting no more time.",4,ill give the game a fair rating since its fun at first but and this applies to all of the candy crush and similar games not just this one youll soon reach a point where fun turns to frustration and im past that point im fed up with absurdly difficult levels that are near impossible to complete without spending money and ive had it up to my ears with being forced to participate in races treasure hunts and other things i dont care about uninstalling and wasting no more time,-0.9299,0,negative
176616,candy crush game is very owsam but thi game is difficult,4,candy crush game is very owsam but thi game is difficult,-0.5499,0,trust
233166,Game keeps getting stuck on the same screen when I complete a level,2,game keeps getting stuck on the same screen when i complete a level,-0.25,0,trust
259510,What happen to teams? Was one way of getting some rewards.amd on another subject. I have earned power up and won. But keeps saying error game has gone downhill. So sad what greed does,1,what happen to teams was one way of getting some rewardsamd on another subject i have earned power up and won but keeps saying error game has gone downhill so sad what greed does,-0.9124,0,negative
118763,too hard,3,too hard,-0.1027,0,trust
221334,"This game cheats its players. I just downloaded this game from JustPlay rewards app, and I started playing. I'm getting a message, telling me, out of moves, when the game, really ""isn’t"" out of moves. ""I've"" spotted different moves, when the game would show me that message. There would still be, a few + moves, still. Please correct this situation. For another, the status bar shows no improvement on coin collection status either. I've stopped using the app, awhile, for that reason. Cheating.",1,this game cheats its players i just downloaded this game from justplay rewards app and i started playing im getting a message telling me out of moves when the game really isnt out of moves ive spotted different moves when the game would show me that message there would still be a few moves still please correct this situation for another the status bar shows no improvement on coin collection status either ive stopped using the app awhile for that reason cheating,-0.0772,0,positive
6520,Just for mad,5,just for mad,-0.4939,0,negative
155491,"STOP DISRUPTING MY GAME AND AUTOMATICALLY CONNECTING TO PLAY STORE, CANDY CRUSH!!!!!!!!!!!!??",1,stop disrupting my game and automatically connecting to play store candy crush,-0.1027,0,positive
37172,"I love it but what annoys me is how it behaves sometimes, your requested lives just disappear lol and sometimes it restarts on its own when you try to watch ads for more lives, it's really annoying 🥺😩",3,i love it but what annoys me is how it behaves sometimes your requested lives just disappear lol and sometimes it restarts on its own when you try to watch ads for more lives its really annoying,-0.5775,0,positive
170569,Why has the game become pay as you play? It has made the game not fun as it used to be. Even if u losses all your life! u have to wait about 30 minutes to be able to get a single life to be added. The game is below 1 star now!!!!!,1,why has the game become pay as you play it has made the game not fun as it used to be even if u losses all your life u have to wait about 30 minutes to be able to get a single life to be added the game is below 1 star now,-0.5271,0,anticipation
272971,"A set number of lives you can accept(20) & store(200)... REALLY Candy Crush?!?! Fix this back to being unlimited. This is RIDICULOUS! What is the point of being able to add unlimited friends, if you can't take advantage of all the lives you would receive??? Not happy 😡",1,a set number of lives you can accept20 store200 really candy crush fix this back to being unlimited this is ridiculous what is the point of being able to add unlimited friends if you cant take advantage of all the lives you would receive not happy,-0.5742,0,positive
148198,Cant watch videos :( Not happy,5,cant watch videos not happy,-0.4585,0,anticipation
221317,After pubg / bgmi ban now This is interesting game,5,after pubg bgmi ban now this is interesting game,-0.2263,0,positive
237142,Having trouble after the last update it keeps freezing up I'm thinking about uninstalling and reinstalling to see if that will get it to straighten up this is ridiculous it just keep freezing up and to get it off my phone I literally have to do a restart on my phone and then go back to the game and it happens again I wish they would fix this issue but for now I'm uninstalling,3,having trouble after the last update it keeps freezing up im thinking about uninstalling and reinstalling to see if that will get it to straighten up this is ridiculous it just keep freezing up and to get it off my phone i literally have to do a restart on my phone and then go back to the game and it happens again i wish they would fix this issue but for now im uninstalling,-0.2846,0,negative
1458,Very poor end boring game Sweden 🚽,1,very poor end boring game sweden,-0.7146,0,negative
130851,Nice game to kill the time,5,nice game to kill the time,-0.4404,0,negative
35890,Waste game,1,waste game,-0.4215,0,negative
183623,Not good,1,not good,-0.3412,0,trust
217468,Useless game,2,useless game,-0.4215,0,negative
249471,I try more time this level but its not clerr then i watch more videos for realted this levels on the youtube then i see and realise this Level 2531 is wrong so can't pass it. There is error in the graphics on this level ...in this not properly show holl for barries in this level so not possible for cler the level ....i am very upset for this see about this level i cant expect...can you check this level and solve the problm imeediatly otherwisei i can't continue advancing the game ...thx so much,4,i try more time this level but its not clerr then i watch more videos for realted this levels on the youtube then i see and realise this level 2531 is wrong so cant pass it there is error in the graphics on this level in this not properly show holl for barries in this level so not possible for cler the level i am very upset for this see about this level i cant expectcan you check this level and solve the problm imeediatly otherwisei i cant continue advancing the game thx so much,-0.7958,0,trust
194088,Worst game,1,worst game,-0.6249,0,trust
18362,Good time killer,4,good time killer,-0.34,0,anticipation
121323,"I am uninstalling this game after 10 years. I've reached level 4814, and after having a win streak of 80, I was cheated out of my win streak. This level needed me to drop 6 cherries to pass. Right towards the end, the 6th cherry would not release, even after paying to continue the level to have 5 extra moves, 4 times in a row. I've spent so much money on this game over the years. You're actually doing me a favour. I'm seriously disappointed, but I guess it is your loss.",1,i am uninstalling this game after 10 years ive reached level 4814 and after having a win streak of 80 i was cheated out of my win streak this level needed me to drop 6 cherries to pass right towards the end the 6th cherry would not release even after paying to continue the level to have 5 extra moves 4 times in a row ive spent so much money on this game over the years youre actually doing me a favour im seriously disappointed but i guess it is your loss,-0.2732,0,positive
148651,Iam not getting cotton candy climb since one month and also in some mobiles i see some new updates like give boosters and moves after seeing ad but i haven't get anything like that even i reinstalled once again updated but no use the game is getting bored without these features....,3,iam not getting cotton candy climb since one month and also in some mobiles i see some new updates like give boosters and moves after seeing ad but i havent get anything like that even i reinstalled once again updated but no use the game is getting bored without these features,-0.1154,0,trust
95698,Fun game to kill time,5,fun game to kill time,-0.34,0,anticipation
64727,Hard,2,hard,-0.1027,0,trust
140854,I'll never even try this game your commercials on others games are so long and annoying,1,ill never even try this game your commercials on others games are so long and annoying,-0.6969,0,negative
35568,Worst game ever,1,worst game ever,-0.6249,0,trust
156600,Bad,1,bad,-0.5423,0,negative
265314,Since the update it keeps telling me my Facebook login has expired. Trouble is I never logged in with Facebook! I don't even have an account!,2,since the update it keeps telling me my facebook login has expired trouble is i never logged in with facebook i dont even have an account,-0.4019,0,trust
98567,Too much tap tap until next game😪 soooo annoying!,1,too much tap tap until next game soooo annoying,-0.4019,0,negative
113693,At a certain point theres no way to move forward without buying things at each level. Wouldn't recommend this game to anyone.,1,at a certain point theres no way to move forward without buying things at each level wouldnt recommend this game to anyone,-0.2982,0,positive
165062,Dont download this game. Boring game,1,dont download this game boring game,-0.3182,0,negative
300909,Cady crush,5,cady crush,-0.1531,0,trust
226263,This game is stress game too boaring,1,this game is stress game too boaring,-0.4215,0,negative
154810,"Yes it's fun, but sometimes it goes wrong",4,yes its fun but sometimes it goes wrong,-0.2846,0,positive
11092,I am not ms dhoni fan but i downloaded this game because of ms dhoni,5,i am not ms dhoni fan but i downloaded this game because of ms dhoni,-0.1232,0,trust
64896,Worst synchronization. Lost my 1400+ Gold Bar and 100 level. I play it online and should have been saved in cloud.,1,worst synchronization lost my 1400 gold bar and 100 level i play it online and should have been saved in cloud,-0.296,0,positive
